val/loss/rec,val/kl_loss,val/loss/total,val/loss/nll,val/loss/g,val/scalars/logvar,val/scalars/d_weight,val/loss/disc,val/logits/real,val/logits/fake,val/metrics/psnr,val/metrics/ssim,val_ema/loss/rec,val_ema/kl_loss,val_ema/loss/total,val_ema/loss/nll,val_ema/loss/g,val_ema/scalars/logvar,val_ema/scalars/d_weight,val_ema/loss/disc,val_ema/logits/real,val_ema/logits/fake,val_ema/metrics/psnr,val_ema/metrics/ssim,epoch,step,lr-Adam,lr-Adam-1,train/kl_loss_step,train/loss/total_step,train/loss/nll_step,train/loss/rec_step,train/loss/g_step,train/scalars/logvar_step,train/scalars/d_weight_step,train/loss/disc_step,train/logits/real_step,train/logits/fake_step,train/kl_loss_epoch,train/loss/total_epoch,train/loss/nll_epoch,train/loss/rec_epoch,train/loss/g_epoch,train/scalars/logvar_epoch,train/scalars/d_weight_epoch,train/loss/disc_epoch,train/logits/real_epoch,train/logits/fake_epoch
,,,,,,,,,,,,,,,,,,,,,,,,50,20799,,,770.9239501953125,16808.939453125,16254.62109375,0.28191447257995605,-0.07275390625,-0.04764583334326744,2977.2392578125,0.94140625,0.1357421875,0.0036163330078125,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,50,20807,,,,,,,,,,,,,732.7402954101562,16612.103515625,15607.857421875,0.27221426367759705,0.08248016983270645,-0.04721878468990326,3479.093505859375,0.9205154776573181,0.102651447057724,-0.07438831776380539
,,,,,,,,,,,,,,,,,,,,,,,,,20849,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,20849,,,789.4413452148438,16685.138671875,15667.365234375,0.2734453082084656,0.05810546875,-0.04775571450591087,3929.615234375,0.921875,0.0361328125,-0.138671875,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20899,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,20899,,,734.3296508789062,16032.6103515625,15344.833984375,0.2688283324241638,-0.01373291015625,-0.04786519333720207,3389.935302734375,0.9140625,0.158203125,-0.028076171875,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20949,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,20949,,,765.695068359375,16694.93359375,15744.791015625,0.2747204005718231,0.04638671875,-0.047974925488233566,3976.314208984375,0.9140625,0.07421875,-0.10693359375,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20999,4.5e-06,4.5e-06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,51,20999,,,727.5364990234375,16463.6484375,15061.2177734375,0.2648542523384094,0.1748046875,-0.048085011541843414,3860.85009765625,0.8984375,0.07470703125,-0.150390625,,,,,,,,,,
