epoch,lr-Adam,lr-Adam-1,step,train/logits/fake_epoch,train/logits/fake_step,train/logits/real_epoch,train/logits/real_step,train/loss/disc_epoch,train/loss/disc_step,train/loss/g_epoch,train/loss/g_step,train/loss/nll_epoch,train/loss/nll_step,train/loss/rec_epoch,train/loss/rec_step,train/loss/total_epoch,train/loss/total_step,train/loss/vq_epoch,train/loss/vq_step,train/scalars/d_weight_epoch,train/scalars/d_weight_step,train/scalars/logvar_epoch,train/scalars/logvar_step,val/logits/fake,val/logits/real,val/loss/disc,val/loss/g,val/loss/nll,val/loss/rec,val/loss/total,val/loss/vq,val/metrics/psnr,val/metrics/ssim,val/scalars/d_weight,val/scalars/logvar,val_ema/logits/fake,val_ema/logits/real,val_ema/loss/disc,val_ema/loss/g,val_ema/loss/nll,val_ema/loss/rec,val_ema/loss/total,val_ema/loss/vq,val_ema/metrics/psnr,val_ema/metrics/ssim,val_ema/scalars/d_weight,val_ema/scalars/logvar
,4.5e-06,4.5e-06,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,49,,-0.7551214098930359,,-0.8403892517089844,,0.0,,0.0,,8178.08740234375,,0.4992045760154724,,8178.248046875,,0.1608024388551712,,0.0,,-0.00010738203127402812,,,,,,,,,,,,,,,,,,,,,,,,
,4.5e-06,4.5e-06,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,99,,-0.7996383309364319,,-0.8223994374275208,,0.0,,0.0,,8482.068359375,,0.517812967300415,,8482.2548828125,,0.18639075756072998,,0.0,,-0.00022517726756632328,,,,,,,,,,,,,,,,,,,,,,,,
,4.5e-06,4.5e-06,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,149,,-0.6844834089279175,,-0.8348173499107361,,0.0,,0.0,,6245.3212890625,,0.38139498233795166,,6245.56640625,,0.24500316381454468,,0.0,,-0.00034078018506988883,,,,,,,,,,,,,,,,,,,,,,,,
,4.5e-06,4.5e-06,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,199,,-0.8289430141448975,,-0.8318517208099365,,0.0,,0.0,,7910.7841796875,,0.4830723702907562,,7911.1376953125,,0.35366788506507874,,0.0,,-0.0004574195481836796,,,,,,,,,,,,,,,,,,,,,,,,
,4.5e-06,4.5e-06,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,249,,-0.7248566150665283,,-0.8632886409759521,,0.0,,0.0,,12882.9375,,0.7864341139793396,,12883.349609375,,0.41165533661842346,,0.0,,-0.0005714423023164272,,,,,,,,,,,,,,,,,,,,,,,,
