lr-Adam,lr-Adam-1,step,train/kl_loss_step,train/loss/total_step,train/loss/nll_step,train/loss/rec_step,train/loss/g_step,train/scalars/logvar_step,train/scalars/d_weight_step,train/loss/disc_step,train/logits/real_step,train/logits/fake_step,epoch,val/loss/rec,val/kl_loss,val/loss/total,val/loss/nll,val/loss/g,val/scalars/logvar,val/scalars/d_weight,val/loss/disc,val/logits/real,val/logits/fake,val/metrics/psnr,val/metrics/ssim,val_ema/loss/rec,val_ema/kl_loss,val_ema/loss/total,val_ema/loss/nll,val_ema/loss/g,val_ema/scalars/logvar,val_ema/scalars/d_weight,val_ema/loss/disc,val_ema/logits/real,val_ema/logits/fake,val_ema/metrics/psnr,val_ema/metrics/ssim,train/kl_loss_epoch,train/loss/total_epoch,train/loss/nll_epoch,train/loss/rec_epoch,train/loss/g_epoch,train/scalars/logvar_epoch,train/scalars/d_weight_epoch,train/loss/disc_epoch,train/logits/real_epoch,train/logits/fake_epoch
,,199,270.8109130859375,4078.619140625,3807.80810546875,0.26704826951026917,0.0,-0.047679152339696884,0.0,0.0,-0.5069000124931335,-0.5069939494132996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,249,286.7662048339844,3686.271728515625,3399.505615234375,0.25178322196006775,0.0,-0.05981335788965225,0.0,0.0,-0.513239324092865,-0.4996603727340698,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,259,,,,,,,,,,,0,0.24921578168869019,292.6978759765625,3613.18408203125,3319.94384765625,0.5424390435218811,-0.06271172314882278,1.0,1.1631139516830444,-0.5611053705215454,-0.5424390435218811,20.84112548828125,0.38639840483665466,0.24919433891773224,292.6978759765625,3612.8076171875,3319.568359375,0.541332483291626,-0.06271172314882278,1.0,1.1634712219238281,-0.5611053705215454,-0.541332483291626,20.841550827026367,0.38688504695892334,,,,,,,,,,
0.00045,0.00045,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,299,295.873291015625,3712.867919921875,3416.99462890625,0.2609717547893524,0.0,-0.07185808569192886,0.0,0.0,-0.5089806318283081,-0.48826995491981506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,324,,,,,,,,,,,0,0.24429301917552948,321.9886779785156,3365.378173828125,3042.879638671875,0.5105613470077515,-0.07852744311094284,1.0,1.1689151525497437,-0.5735588669776917,-0.5105613470077515,21.233139038085938,0.3979833722114563,0.24426288902759552,321.9886779785156,3364.84619140625,3042.346923828125,0.5108674764633179,-0.07852744311094284,1.0,1.1688203811645508,-0.5735588669776917,-0.5108674764633179,21.233266830444336,0.3983485698699951,,,,,,,,,,
0.00045,0.00045,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,349,297.5592041015625,3189.52978515625,2891.970703125,0.23936325311660767,0.0,-0.08376546204090118,0.0,0.0,-0.5097265839576721,-0.48447585105895996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,389,,,,,,,,,,,0,0.23384912312030792,306.09356689453125,2978.23095703125,2671.6904296875,0.44657498598098755,-0.09377159923315048,1.0,1.185153603553772,-0.5478933453559875,-0.44657498598098755,21.465259552001953,0.3917173147201538,0.23382402956485748,306.09356689453125,2977.780029296875,2671.23974609375,0.44687268137931824,-0.09377159923315048,1.0,1.1850533485412598,-0.5478933453559875,-0.44687268137931824,21.469209671020508,0.391231894493103,,,,,,,,,,
0.00045,0.00045,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,399,314.80572509765625,3036.30029296875,2721.49462890625,0.2378976047039032,0.0,-0.09567634761333466,0.0,0.0,-0.5143720507621765,-0.49212050437927246,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,449,315.79376220703125,2786.448486328125,2470.65478515625,0.2319919764995575,0.0,-0.1075325533747673,0.0,0.0,-0.516654908657074,-0.5000718235969543,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,454,,,,,,,,,,,0,0.22725604474544525,325.24774169921875,2686.890625,2361.14990234375,0.49308207631111145,-0.10942086577415466,1.0,1.1741148233413696,-0.5630028247833252,-0.49308207631111145,21.811748504638672,0.43868109583854675,0.2271992564201355,325.24774169921875,2685.852294921875,2360.111083984375,0.4932940602302551,-0.10942086577415466,1.0,1.1739107370376587,-0.5630028247833252,-0.4932940602302551,21.81554412841797,0.4388881325721741,,,,,,,,,,
0.00045,0.00045,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,499,327.1000061035156,2637.59423828125,2310.494140625,0.23106138408184052,0.0,-0.11932340264320374,0.0,0.0,-0.512954831123352,-0.48474010825157166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,519,,,,,,,,,,,0,0.23663461208343506,280.6415710449219,2632.4677734375,2351.27685546875,0.5498330593109131,-0.12449653446674347,1.0,1.1922968626022339,-0.5923884510993958,-0.5498330593109131,21.093332290649414,0.3462795913219452,0.23668621480464935,280.6415710449219,2633.423095703125,2352.232177734375,0.550240159034729,-0.12449653446674347,1.0,1.1921685934066772,-0.5923884510993958,-0.550240159034729,21.09042739868164,0.3461731970310211,,,,,,,,,,
0.00045,0.00045,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,549,344.76947021484375,2382.61474609375,2037.84521484375,0.22403095662593842,0.0,-0.13101054728031158,0.0,0.0,-0.513073742389679,-0.49126237630844116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,584,,,,,,,,,,,0,0.21511709690093994,324.9237976074219,2086.958251953125,1761.5167236328125,0.518201470375061,-0.13990598917007446,1.0,1.1939334869384766,-0.5947005748748779,-0.518201470375061,22.184616088867188,0.44547349214553833,0.21509426832199097,324.9237976074219,2086.5263671875,1761.084228515625,0.5182564854621887,-0.13990598917007446,1.0,1.1938930749893188,-0.5947005748748779,-0.5182564854621887,22.188791275024414,0.4457480311393738,,,,,,,,,,
0.00045,0.00045,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,599,340.82318115234375,1981.670166015625,1640.846923828125,0.2105739712715149,0.0,-0.1427306979894638,0.0,0.0,-0.5201284289360046,-0.48714715242385864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,649,353.4702453613281,1906.3817138671875,1552.9114990234375,0.2135792374610901,0.0,-0.1544741988182068,0.0,0.0,-0.5168576836585999,-0.4887305200099945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,649,,,,,,,,,,,0,0.20831911265850067,355.73699951171875,1802.7191162109375,1446.5184326171875,0.4637106657028198,-0.15494322776794434,1.0,1.19033682346344,-0.5694659948348999,-0.4637106657028198,22.619895935058594,0.46749281883239746,0.2083321511745453,355.73699951171875,1802.9720458984375,1446.77099609375,0.46382755041122437,-0.15494322776794434,1.0,1.190201997756958,-0.5694659948348999,-0.46382755041122437,22.621843338012695,0.46722903847694397,,,,,,,,,,
0.00045,0.00045,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,699,344.7262268066406,1745.59912109375,1400.8729248046875,0.21314281225204468,0.0,-0.16617123782634735,0.0,0.0,-0.5140750408172607,-0.4905421733856201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,714,,,,,,,,,,,0,0.2034207582473755,328.0909118652344,1488.974365234375,1160.455322265625,0.42781803011894226,-0.1703784167766571,1.0,1.1815377473831177,-0.5348806977272034,-0.42781803011894226,22.675092697143555,0.4750617742538452,0.20342977344989777,328.0909118652344,1489.150634765625,1160.631591796875,0.42810213565826416,-0.1703784167766571,1.0,1.1815704107284546,-0.5348806977272034,-0.42810213565826416,22.675457000732422,0.47491875290870667,,,,,,,,,,
0.00045,0.00045,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,749,330.96514892578125,1352.98193359375,1022.0167846679688,0.20111548900604248,0.0,-0.17789329588413239,0.0,0.0,-0.5058939456939697,-0.4775294065475464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,779,,,,,,,,,,,0,0.20098876953125,327.4712219238281,1254.1563720703125,926.213623046875,0.47131651639938354,-0.18539811670780182,1.0,1.1831475496292114,-0.5648967623710632,-0.47131651639938354,22.766307830810547,0.4745422303676605,0.20098334550857544,327.4712219238281,1254.0467529296875,926.104248046875,0.4715227484703064,-0.18539811670780182,1.0,1.1830506324768066,-0.5648967623710632,-0.4715227484703064,22.7640380859375,0.474785715341568,,,,,,,,,,
0.00045,0.00045,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,799,348.02618408203125,1227.74462890625,879.718505859375,0.20127350091934204,0.0,-0.18959841132164001,0.0,0.0,-0.510008692741394,-0.48506560921669006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,844,,,,,,,,,,,0,0.18997670710086823,349.52569580078125,864.300537109375,514.2662353515625,0.5086080431938171,-0.20084628462791443,1.0,1.1524574756622314,-0.5256769061088562,-0.5086080431938171,23.107908248901367,0.5080140233039856,0.18995708227157593,349.52569580078125,863.90625,513.8718872070312,0.5086668729782104,-0.20084628462791443,1.0,1.1524302959442139,-0.5256769061088562,-0.5086668729782104,23.108102798461914,0.5081011056900024,,,,,,,,,,
0.00045,0.00045,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,849,351.7145080566406,891.423828125,539.7093505859375,0.19154170155525208,0.0,-0.20131653547286987,0.0,0.0,-0.5115407705307007,-0.4658549427986145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,899,332.6253356933594,714.2132568359375,381.587890625,0.19093716144561768,0.0,-0.21296392381191254,0.0,0.0,-0.5122156739234924,-0.48850584030151367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,909,,,,,,,,,,,0,0.18635649979114532,357.7613220214844,611.8235473632812,253.51318359375,0.5489739775657654,-0.2157580405473709,1.0,1.1674920320510864,-0.5614279508590698,-0.5489739775657654,23.080238342285156,0.50632643699646,0.18631000816822052,357.7613220214844,610.881591796875,252.57130432128906,0.5489140152931213,-0.2157580405473709,1.0,1.1674811840057373,-0.5614279508590698,-0.5489140152931213,23.0798282623291,0.506155252456665,,,,,,,,,,
0.00045,0.00045,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,949,358.0710754394531,621.8353271484375,263.76422119140625,0.1923159956932068,0.0,-0.2246612012386322,0.0,0.0,-0.5129241943359375,-0.48305433988571167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,974,,,,,,,,,,,0,0.18905335664749146,345.42120361328125,460.7923889160156,114.94540405273438,0.42570579051971436,-0.2312164455652237,1.0,1.1981960535049438,-0.5633233785629272,-0.42570579051971436,23.007963180541992,0.4700694680213928,0.18908099830150604,345.42120361328125,461.361572265625,115.51483154296875,0.4253832995891571,-0.2312164455652237,1.0,1.1983251571655273,-0.5633233785629272,-0.4253832995891571,23.006633758544922,0.4698096811771393,,,,,,,,,,
0.00045,0.00045,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,999,345.775146484375,137.22178649902344,-208.55335998535156,0.17655876278877258,0.0,-0.23636485636234283,0.0,0.0,-0.5094738006591797,-0.48845943808555603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1039,,,,,,,,,,,0,0.18038409948349,349.3482666015625,96.08032989501953,-253.7702178955078,0.5022776126861572,-0.24623678624629974,1.0,1.1568692922592163,-0.5290507078170776,-0.5022776126861572,23.305341720581055,0.5025454163551331,0.1803223192691803,349.3482666015625,94.78417205810547,-255.06680297851562,0.5027309656143188,-0.24623678624629974,1.0,1.1566901206970215,-0.5290507078170776,-0.5027309656143188,23.30634117126465,0.50264573097229,,,,,,,,,,
0.00045,0.00045,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1049,367.046875,1.5128173828125,-365.5340576171875,0.17618772387504578,0.0,-0.24811358749866486,0.0,0.0,-0.5096912384033203,-0.4969765841960907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1099,371.3560791015625,-144.9544677734375,-516.310546875,0.17607435584068298,0.0,-0.2598305344581604,0.0,0.0,-0.5089820623397827,-0.4934273958206177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1104,,,,,,,,,,,0,0.17414964735507965,352.23699951171875,-228.19044494628906,-580.947509765625,0.52015221118927,-0.2617030441761017,1.0,1.1668930053710938,-0.5468294024467468,-0.52015221118927,23.38116455078125,0.5262086391448975,0.17412446439266205,352.23699951171875,-228.72447204589844,-581.481201171875,0.5196532607078552,-0.2617030441761017,1.0,1.1670503616333008,-0.5468294024467468,-0.5196532607078552,23.385297775268555,0.5263376832008362,,,,,,,,,,
0.00045,0.00045,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1149,359.6596374511719,-408.6178283691406,-768.2774658203125,0.1712215542793274,0.0,-0.2715293765068054,0.0,0.0,-0.5167075991630554,-0.49947458505630493,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1169,,,,,,,,,,,0,0.1651708036661148,376.77215576171875,-587.056884765625,-964.4209594726562,0.5920624732971191,-0.27668192982673645,1.0,1.1510608196258545,-0.5524182319641113,-0.5920624732971191,23.690807342529297,0.5432386994361877,0.16510581970214844,376.77215576171875,-588.4610595703125,-965.82470703125,0.5916485786437988,-0.27668192982673645,1.0,1.151168942451477,-0.5524182319641113,-0.5916485786437988,23.69408416748047,0.5430856347084045,,,,,,,,,,
0.00045,0.00045,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1199,388.96868896484375,-598.8560180664062,-987.82470703125,0.167975515127182,0.0,-0.2832743525505066,0.0,0.0,-0.5190121531486511,-0.49782606959342957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1234,,,,,,,,,,,0,0.16431528329849243,388.60491943359375,-792.9367065429688,-1181.9912109375,0.44949984550476074,-0.2922285795211792,1.0,1.164547085762024,-0.5132810473442078,-0.44949984550476074,23.547189712524414,0.533409833908081,0.16428273916244507,388.60491943359375,-793.654052734375,-1182.708251953125,0.4494132995605469,-0.2922285795211792,1.0,1.1646332740783691,-0.5132810473442078,-0.4494132995605469,23.549104690551758,0.5334349274635315,,,,,,,,,,
0.00045,0.00045,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1249,374.60198974609375,-872.1029663085938,-1246.7049560546875,0.16301167011260986,0.0,-0.2950487434864044,0.0,0.0,-0.5191749334335327,-0.4923132061958313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1299,386.92877197265625,-1062.979736328125,-1449.908447265625,0.1606261134147644,0.0,-0.3067966401576996,0.0,0.0,-0.510182797908783,-0.5056960582733154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1299,,,,,,,,,,,0,0.15811407566070557,409.77008056640625,-1101.5194091796875,-1511.88427734375,0.5943262577056885,-0.3072662055492401,1.0,1.1502649784088135,-0.547295093536377,-0.5943262577056885,23.572370529174805,0.5575308203697205,0.15816043317317963,409.77008056640625,-1100.4864501953125,-1510.8515625,0.5950184464454651,-0.3072662055492401,1.0,1.1501213312149048,-0.547295093536377,-0.5950184464454651,23.568981170654297,0.5575494170188904,,,,,,,,,,
0.00045,0.00045,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1349,417.1922912597656,-1254.4854736328125,-1671.677734375,0.1574537456035614,0.0,-0.31855109333992004,0.0,0.0,-0.5088453888893127,-0.49784553050994873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1364,,,,,,,,,,,0,0.15744517743587494,404.15655517578125,-1321.6015625,-1726.190673828125,0.43224936723709106,-0.3227848708629608,1.0,1.1799849271774292,-0.5365184545516968,-0.43224936723709106,23.925355911254883,0.557430624961853,0.15739156305789948,404.15655517578125,-1322.8157958984375,-1727.405517578125,0.4332870543003082,-0.3227848708629608,1.0,1.1796704530715942,-0.5365184545516968,-0.4332870543003082,23.92803382873535,0.5572888851165771,,,,,,,,,,
0.00045,0.00045,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1399,399.9528503417969,-1503.1412353515625,-1903.0941162109375,0.15391318500041962,0.0,-0.3303104341030121,0.0,0.0,-0.5137255787849426,-0.492334246635437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1429,,,,,,,,,,,0,0.15518833696842194,392.0025634765625,-1577.8731689453125,-1970.3834228515625,0.5072809457778931,-0.33781951665878296,1.0,1.1724574565887451,-0.5511491894721985,-0.5072809457778931,24.001523971557617,0.5449812412261963,0.1551518440246582,392.0025634765625,-1578.7115478515625,-1971.221923828125,0.5074479579925537,-0.33781951665878296,1.0,1.1724271774291992,-0.5511491894721985,-0.5074479579925537,24.006732940673828,0.545020580291748,,,,,,,,,,
0.00045,0.00045,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1449,391.6716003417969,-1656.663818359375,-2048.33544921875,0.15414664149284363,0.0,-0.34202811121940613,0.0,0.0,-0.5273194909095764,-0.5191309452056885,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1494,,,,,,,,,,,0,0.14807488024234772,424.5078430175781,-1908.564697265625,-2333.597412109375,0.5249031186103821,-0.35324227809906006,1.0,1.1655536890029907,-0.5435228943824768,-0.5249031186103821,24.101961135864258,0.5644107460975647,0.14812824130058289,424.5078430175781,-1907.318115234375,-2332.35107421875,0.5250321626663208,-0.35324227809906006,1.0,1.1655656099319458,-0.5435228943824768,-0.5250321626663208,24.101177215576172,0.5645050406455994,,,,,,,,,,
0.00045,0.00045,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1499,435.6767578125,-1897.68798828125,-2333.36474609375,0.14834412932395935,0.0,-0.3537100851535797,0.0,0.0,-0.512784481048584,-0.4949931502342224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1549,427.47802734375,-2045.4375,-2472.91552734375,0.14882677793502808,0.0,-0.3654097020626068,0.0,0.0,-0.5132281184196472,-0.48620113730430603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1559,,,,,,,,,,,0,0.145688995718956,424.033935546875,-2158.717529296875,-2583.305419921875,0.5540900230407715,-0.3682152032852173,1.0,1.1678378582000732,-0.5614534616470337,-0.5540900230407715,24.076946258544922,0.5728672742843628,0.14569160342216492,424.033935546875,-2158.65478515625,-2583.24267578125,0.5540958642959595,-0.3682152032852173,1.0,1.1678376197814941,-0.5614534616470337,-0.5540958642959595,24.07616424560547,0.5729137659072876,,,,,,,,,,
0.00045,0.00045,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1599,418.06353759765625,-2166.157470703125,-2584.220947265625,0.1504300832748413,0.0,-0.37705251574516296,0.0,0.0,-0.5161440372467041,-0.5053068399429321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1624,,,,,,,,,,,0,0.14445330202579498,430.4323425292969,-2380.376953125,-2811.290283203125,0.48135295510292053,-0.38357579708099365,1.0,1.1821157932281494,-0.5571016669273376,-0.48135295510292053,24.351211547851562,0.5806356072425842,0.144420325756073,430.4323425292969,-2381.171875,-2812.086181640625,0.4814092218875885,-0.38357579708099365,1.0,1.182116985321045,-0.5571016669273376,-0.4814092218875885,24.3510799407959,0.58064866065979,,,,,,,,,,
0.00045,0.00045,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1649,428.00439453125,-2425.802978515625,-2853.807373046875,0.14543047547340393,0.0,-0.3887019455432892,0.0,0.0,-0.5201941728591919,-0.5010567307472229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1689,,,,,,,,,,,0,0.14361639320850372,440.15155029296875,-2582.71337890625,-3023.38427734375,0.5194840431213379,-0.39845237135887146,1.0,1.1640467643737793,-0.5474942922592163,-0.5194840431213379,24.251684188842773,0.5814787149429321,0.1436496526002884,440.15155029296875,-2581.902099609375,-3022.573486328125,0.5192883014678955,-0.39845237135887146,1.0,1.1642521619796753,-0.5474942922592163,-0.5192883014678955,24.25049591064453,0.5811968445777893,,,,,,,,,,
0.00045,0.00045,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1699,431.16314697265625,-2604.78369140625,-3035.94677734375,0.14407825469970703,0.0,-0.4003044366836548,0.0,0.0,-0.5133491158485413,-0.4932783246040344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1749,458.4994201660156,-2775.291015625,-3233.79052734375,0.14209625124931335,0.0,-0.41189396381378174,0.0,0.0,-0.5148793458938599,-0.5013399124145508,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1754,,,,,,,,,,,0,0.14382395148277283,448.5452880859375,-2765.663818359375,-3214.805908203125,0.5967188477516174,-0.4137459099292755,1.0,1.1450270414352417,-0.5397974848747253,-0.5967188477516174,24.416301727294922,0.5659548044204712,0.14379696547985077,448.5452880859375,-2766.332275390625,-3215.4736328125,0.5967907309532166,-0.4137459099292755,1.0,1.144995093345642,-0.5397974848747253,-0.5967907309532166,24.418560028076172,0.5659584999084473,,,,,,,,,,
0.00045,0.00045,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1799,447.10699462890625,-2961.134033203125,-3408.240966796875,0.14106640219688416,0.0,-0.42346546053886414,0.0,0.0,-0.512374222278595,-0.49841246008872986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1819,,,,,,,,,,,0,0.13707615435123444,481.988037109375,-3091.433837890625,-3573.931884765625,0.5100279450416565,-0.4285518229007721,1.0,1.1737792491912842,-0.5543071031570435,-0.5100279450416565,24.75365447998047,0.603535532951355,0.13712547719478607,481.988037109375,-3090.1943359375,-3572.693115234375,0.5098630785942078,-0.4285518229007721,1.0,1.173802375793457,-0.5543071031570435,-0.5098630785942078,24.747766494750977,0.6033636331558228,,,,,,,,,,
0.00045,0.00045,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1849,469.26800537109375,-3110.09912109375,-3579.3671875,0.1401791125535965,0.0,-0.43504947423934937,0.0,0.0,-0.507506251335144,-0.49281755089759827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
