epoch,lr-Adam,lr-Adam-1,step,train/kl_loss_step,train/logits/fake_step,train/logits/real_step,train/loss/disc_step,train/loss/g_step,train/loss/nll_step,train/loss/rec_step,train/loss/total_step,train/scalars/d_weight_step,train/scalars/logvar_step
,0.00045,0.00045,2499,,,,,,,,,,
0,,,2499,376.0,-0.4375,-0.4609375,0.0,0.0,80.5,0.1982421875,456.0,0.0,-0.25
,0.00045,0.00045,2549,,,,,,,,,,
0,,,2549,416.0,-0.451171875,-0.4609375,0.0,0.0,-310.0,0.1796875,106.0,0.0,-0.25
,0.00045,0.00045,2599,,,,,,,,,,
0,,,2599,394.0,-0.466796875,-0.4765625,0.0,0.0,-250.0,0.1826171875,144.0,0.0,-0.25
,0.00045,0.00045,2649,,,,,,,,,,
0,,,2649,348.0,-0.46484375,-0.462890625,0.0,0.0,-1152.0,0.1396484375,-804.0,0.0,-0.25
,0.00045,0.00045,2699,,,,,,,,,,
0,,,2699,388.0,-0.453125,-0.466796875,0.0,0.0,-414.0,0.1748046875,-26.0,0.0,-0.25
,0.00045,0.00045,2749,,,,,,,,,,
0,,,2749,418.0,-0.482421875,-0.4921875,0.0,0.0,-540.0,0.1689453125,-122.0,0.0,-0.25
,0.00045,0.00045,2799,,,,,,,,,,
0,,,2799,392.0,-0.427734375,-0.439453125,0.0,0.0,-102.5,0.189453125,290.0,0.0,-0.25
,0.00045,0.00045,2849,,,,,,,,,,
0,,,2849,418.0,-0.375,-0.392578125,0.0,0.0,-482.0,0.171875,-64.0,0.0,-0.25
,0.00045,0.00045,2899,,,,,,,,,,
0,,,2899,378.0,-0.470703125,-0.47265625,0.0,0.0,-752.0,0.158203125,-374.0,0.0,-0.25
