lr-Adam,lr-Adam-1,step,train/loss/disc_step,train/logits/real_step,train/logits/fake_step,train/kl_loss_step,train/loss/total_step,train/loss/nll_step,train/loss/rec_step,train/loss/g_step,train/scalars/logvar_step,train/scalars/d_weight_step,epoch,val/loss/rec,val/kl_loss,val/loss/total,val/loss/nll,val/loss/g,val/scalars/logvar,val/scalars/d_weight,val/loss/disc,val/logits/real,val/logits/fake,val/metrics/psnr,val/metrics/ssim,val_ema/loss/rec,val_ema/kl_loss,val_ema/loss/total,val_ema/loss/nll,val_ema/loss/g,val_ema/scalars/logvar,val_ema/scalars/d_weight,val_ema/loss/disc,val_ema/logits/real,val_ema/logits/fake,val_ema/metrics/psnr,val_ema/metrics/ssim
,,27049,1.0087199211120605,0.1823028177022934,0.19898147881031036,3454.0,-26373.611328125,-28931.72265625,0.06291410326957703,-0.17917780578136444,-2.782224178314209,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,27099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27099,0.9810858964920044,0.0816975012421608,0.043147824704647064,3456.31689453125,-26246.185546875,-29639.078125,0.060243334621191025,-0.012684760615229607,-2.7832701206207275,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27110,,,,,,,,,,,4,0.05971808359026909,3471.879638671875,-26306.505859375,-29778.546875,0.1580491065979004,-2.783810615539551,1.0,0.9938701391220093,-0.14571861922740936,-0.1580491065979004,31.82413101196289,0.8610497117042542,0.059708259999752045,3471.879638671875,-26309.119140625,-29781.162109375,0.15817110240459442,-2.783810615539551,1.0,0.9938104152679443,-0.14571861922740936,-0.15817110240459442,31.825685501098633,0.8611055612564087
0.00045,0.00045,27149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27149,0.9920321106910706,-0.011578511446714401,-0.02766631729900837,3548.1015625,-25453.25,-29471.169921875,0.06087896227836609,0.09396352618932724,-2.785400867462158,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27175,,,,,,,,,,,4,0.059899669140577316,3501.753662109375,-26229.8828125,-29731.92578125,0.28984034061431885,-2.7869436740875244,1.0,0.9994451999664307,-0.280259370803833,-0.28984034061431885,31.819019317626953,0.8563745021820068,0.05987738445401192,3501.753662109375,-26235.814453125,-29737.8515625,0.2900710105895996,-2.7869436740875244,1.0,0.9993414878845215,-0.280259370803833,-0.2900710105895996,31.820228576660156,0.8564661145210266
0.00045,0.00045,27199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27199,1.007507562637329,-0.011832747608423233,0.002644649939611554,3475.6015625,-26196.30078125,-29816.919921875,0.05958196520805359,0.02900356613099575,-2.787916898727417,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27240,,,,,,,,,,,4,0.06094079092144966,3394.29541015625,-26061.0234375,-29455.314453125,0.005403335206210613,-2.788635015487671,1.0,0.9900743365287781,0.014965456910431385,-0.005403335206210613,31.705791473388672,0.8637515306472778,0.0609482079744339,3394.29541015625,-26059.03515625,-29453.337890625,0.005592714995145798,-2.788635015487671,1.0,0.98997962474823,0.014965456910431385,-0.005592714995145798,31.704051971435547,0.863663911819458
0.00045,0.00045,27249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27249,1.017280101776123,-0.1672905534505844,-0.1329306960105896,3427.1884765625,-25273.9609375,-29274.876953125,0.06161819398403168,0.11474564671516418,-2.7884879112243652,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,27299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27299,0.9928146004676819,-0.04769899323582649,-0.06261942535638809,3449.32666015625,-26026.57421875,-29659.9375,0.060171373188495636,0.03680730611085892,-2.787686586380005,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27305,,,,,,,,,,,4,0.060180988162755966,3507.29345703125,-26149.89453125,-29657.384765625,0.1936807632446289,-2.787686347961426,1.0,1.0187474489212036,-0.23050238192081451,-0.1936807632446289,31.669414520263672,0.8653907179832458,0.060181874781847,3507.29345703125,-26149.66015625,-29657.140625,0.1934252232313156,-2.787686347961426,1.0,1.0188695192337036,-0.23050238192081451,-0.1934252232313156,31.671653747558594,0.8653984665870667
0.00045,0.00045,27349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27349,0.9748510122299194,-0.06788501143455505,-0.11931566894054413,3511.90576171875,-25863.18359375,-29925.615234375,0.059174563735723495,0.11010503768920898,-2.7883107662200928,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27370,,,,,,,,,,,4,0.060571085661649704,3498.591552734375,-26055.51171875,-29553.974609375,-0.13061034679412842,-2.789337396621704,1.0,1.0152363777160645,0.10113310068845749,0.13061034679412842,31.703203201293945,0.8584055304527283,0.06054963171482086,3498.591552734375,-26061.234375,-29559.693359375,-0.13071675598621368,-2.789337396621704,1.0,1.0152888298034668,0.10113310068845749,0.13071675598621368,31.703014373779297,0.8583548665046692
0.00045,0.00045,27399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27399,1.0326354503631592,-0.11081025004386902,-0.04592648148536682,3465.794677734375,-24927.13671875,-29757.33984375,0.059809256345033646,0.2728816866874695,-2.7899844646453857,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27435,,,,,,,,,,,4,0.06013255566358566,3510.667724609375,-26160.564453125,-29671.255859375,0.01753833331167698,-2.7904164791107178,1.0,1.0099202394485474,-0.03658711165189743,-0.01753833331167698,31.771469116210938,0.8655131459236145,0.06011292338371277,3510.667724609375,-26165.80078125,-29676.484375,0.017839927226305008,-2.7904164791107178,1.0,1.0097689628601074,-0.03658711165189743,-0.017839927226305008,31.772014617919922,0.8655359745025635
0.00045,0.00045,27449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27449,1.0119229555130005,0.15774649381637573,0.17742162942886353,3449.97509765625,-26602.8046875,-29430.06640625,0.06103641912341118,-0.12454266101121902,-2.790665864944458,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,27499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27499,0.9783117175102234,-0.09257908165454865,-0.13655829429626465,3414.49462890625,-25411.083984375,-29609.8828125,0.060363102704286575,0.1568610817193985,-2.7910070419311523,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27500,,,,,,,,,,,4,0.059834014624357224,3467.63525390625,-26283.26953125,-29751.16796875,0.268456369638443,-2.7910451889038086,1.0,1.01607084274292,-0.295688658952713,-0.268456369638443,31.896591186523438,0.8713564276695251,0.0598425418138504,3467.63525390625,-26280.98828125,-29748.884765625,0.268558144569397,-2.7910451889038086,1.0,1.0160211324691772,-0.295688658952713,-0.268558144569397,31.8971004486084,0.8714021444320679
0.00045,0.00045,27549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27549,0.9832812547683716,-0.07980663329362869,-0.11400911211967468,3342.34765625,-25722.64453125,-29734.8046875,0.05989673733711243,0.1339624673128128,-2.7920339107513428,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27565,,,,,,,,,,,4,0.06046975031495094,3491.595703125,-26089.904296875,-29581.787109375,0.29210102558135986,-2.7927517890930176,1.0,1.0175057649612427,-0.31248101592063904,-0.29210102558135986,31.549514770507812,0.8628725409507751,0.060486890375614166,3491.595703125,-26085.330078125,-29577.216796875,0.29215654730796814,-2.7927517890930176,1.0,1.0174615383148193,-0.31248101592063904,-0.29215654730796814,31.548250198364258,0.8628674149513245
0.00045,0.00045,27599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27599,0.9975161552429199,0.05487251654267311,0.049772683531045914,3457.402099609375,-26308.142578125,-29436.484375,0.061013080179691315,-0.06581220030784607,-2.7930662631988525,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27630,,,,,,,,,,,4,0.0627065971493721,3449.86572265625,-25533.5,-28983.255859375,-0.10932182520627975,-2.7933316230773926,1.0,0.9991880059242249,0.11190246790647507,0.10932182520627975,31.325239181518555,0.8204593062400818,0.06271886825561523,3449.86572265625,-25530.20703125,-28979.970703125,-0.10951792448759079,-2.7933316230773926,1.0,0.9992915391921997,0.11190246790647507,0.10951792448759079,31.321186065673828,0.8204872012138367
0.00045,0.00045,27649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27649,0.9997783303260803,-0.03764647990465164,-0.03832913190126419,3338.37353515625,-25477.251953125,-29129.82421875,0.06215935945510864,0.06283973902463913,-2.7928812503814697,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27695,,,,,,,,,,,4,0.06049618870019913,3528.52001953125,-26046.056640625,-29574.5625,0.0005144862225279212,-2.7920119762420654,1.0,0.988892138004303,0.022652270272374153,-0.0005144862225279212,31.663084030151367,0.8681678175926208,0.060486454516649246,3528.52001953125,-26048.65234375,-29577.162109375,0.0004323508183006197,-2.7920119762420654,1.0,0.9889336228370667,0.022652270272374153,-0.0004323508183006197,31.664329528808594,0.8682133555412292
0.00045,0.00045,27699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27699,0.9806830883026123,-0.1037975624203682,-0.14362972974777222,3546.947021484375,-24406.33984375,-28642.7265625,0.06398244202136993,0.13788796961307526,-2.7920427322387695,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27749,1.0261478424072266,-0.1995241343975067,-0.14751650393009186,3468.9521484375,-24432.62890625,-28623.328125,0.06405559927225113,0.14434944093227386,-2.7918295860290527,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27760,,,,,,,,,,,4,0.060771483927965164,3484.821044921875,-26016.162109375,-29500.890625,-0.09925729781389236,-2.7912795543670654,1.0,1.0196703672409058,0.06057820841670036,0.09925729781389236,31.568784713745117,0.867715060710907,0.06075507029891014,3484.821044921875,-26020.537109375,-29505.259765625,-0.09941399842500687,-2.7912795543670654,1.0,1.0197489261627197,0.06057820841670036,0.09941399842500687,31.571062088012695,0.8677823543548584
0.00045,0.00045,27799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27799,0.9922762513160706,0.2717294692993164,0.2554847002029419,3460.445068359375,-27290.2421875,-29876.322265625,0.05936461687088013,-0.17487302422523499,-2.7906806468963623,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27825,,,,,,,,,,,4,0.0598272904753685,3489.849365234375,-26262.82421875,-29752.837890625,0.1686503291130066,-2.790710687637329,1.0,1.0086158514022827,-0.18467935919761658,-0.1686503291130066,31.8060245513916,0.861772894859314,0.05982295423746109,3489.849365234375,-26263.9765625,-29754.0,0.16872063279151917,-2.790710687637329,1.0,1.0085806846618652,-0.18467935919761658,-0.16872063279151917,31.80434799194336,0.8617945313453674
0.00045,0.00045,27849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27849,0.961074709892273,0.2821670472621918,0.20281727612018585,3513.8662109375,-27666.8203125,-30068.87109375,0.05864483490586281,-0.2223629355430603,-2.791252613067627,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27890,,,,,,,,,,,4,0.061060525476932526,3472.007568359375,-25951.572265625,-29423.80078125,0.2192438840866089,-2.793229579925537,1.0,1.0366791486740112,-0.2890288531780243,-0.2192438840866089,31.61383628845215,0.8622655272483826,0.06107272207736969,3472.007568359375,-25948.306640625,-29420.5390625,0.21915878355503082,-2.793229579925537,1.0,1.036736011505127,-0.2890288531780243,-0.21915878355503082,31.61313247680664,0.8622725009918213
0.00045,0.00045,27899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27899,1.0197105407714844,-0.08447097986936569,-0.04542073979973793,3430.900390625,-25586.603515625,-29775.5234375,0.059746481478214264,0.1516040563583374,-2.79341459274292,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,27949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27949,0.9997996091842651,-0.22678452730178833,-0.2277609258890152,3441.75927734375,-25011.1953125,-29400.31640625,0.061148304492235184,0.18947207927703857,-2.7950258255004883,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,27955,,,,,,,,,,,4,0.05836423859000206,3507.8828125,-26638.802734375,-30146.990234375,0.3061813414096832,-2.795413017272949,1.0,1.011731505393982,-0.32924628257751465,-0.3061813414096832,31.996244430541992,0.8692203760147095,0.05836697667837143,3507.8828125,-26638.0546875,-30146.240234375,0.3061310946941376,-2.795413017272949,1.0,1.0117565393447876,-0.32924628257751465,-0.3061310946941376,31.99481964111328,0.869193971157074
0.00045,0.00045,27999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27999,0.9962736964225769,0.06041758880019188,0.052562955766916275,3483.47265625,-26516.78125,-30093.83203125,0.05856907367706299,0.018715456128120422,-2.798131227493286,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,28020,,,,,,,,,,,4,0.05954115465283394,3601.0068359375,-26232.154296875,-29832.919921875,-0.2392076849937439,-2.7995188236236572,1.0,1.0070663690567017,0.22575421631336212,0.2392076849937439,31.783065795898438,0.8616116046905518,0.05956146866083145,3601.0068359375,-26226.677734375,-29827.4453125,-0.23904897272586823,-2.7995188236236572,1.0,1.0069851875305176,0.22575421631336212,0.23904897272586823,31.779157638549805,0.8615612983703613
0.00045,0.00045,28049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28049,1.0066866874694824,-0.16897401213645935,-0.1557069718837738,3539.52587890625,-24861.62109375,-29054.98828125,0.06242777407169342,0.13076834380626678,-2.800795078277588,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,28085,,,,,,,,,,,4,0.05940396338701248,3510.322509765625,-26360.328125,-29870.77734375,0.13453559577465057,-2.8020741939544678,1.0,0.9926356673240662,-0.11891082674264908,-0.13453559577465057,31.814495086669922,0.8672612905502319,0.05940305069088936,3510.322509765625,-26360.572265625,-29871.029296875,0.13460902869701385,-2.8020741939544678,1.0,0.9925995469093323,-0.11891082674264908,-0.13460902869701385,31.81420135498047,0.8672755360603333
0.00045,0.00045,28099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28099,1.0336718559265137,0.012176521122455597,0.07923906296491623,3492.41845703125,-26414.724609375,-29903.0,0.05928489565849304,-0.000828623422421515,-2.8022289276123047,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,28149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28149,1.0023876428604126,-0.1646517962217331,-0.1599545180797577,3474.963623046875,-25266.634765625,-30051.91015625,0.058732565492391586,0.2620623707771301,-2.8017847537994385,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,28150,,,,,,,,,,,4,0.05840165540575981,3526.054443359375,-26614.83984375,-30141.26953125,0.3815074563026428,-2.801849126815796,1.0,1.0102381706237793,-0.39160430431365967,-0.3815074563026428,31.920392990112305,0.8649867177009583,0.05838146060705185,3526.054443359375,-26620.279296875,-30146.71484375,0.38161730766296387,-2.801849126815796,1.0,1.0101821422576904,-0.39160430431365967,-0.38161730766296387,31.921945571899414,0.8650539517402649
0.00045,0.00045,28199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28199,1.0363500118255615,-0.01729804091155529,0.05500512942671776,3518.298828125,-25486.533203125,-28927.421875,0.06289531290531158,-0.015481894835829735,-2.803306818008423,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,28215,,,,,,,,,,,4,0.06002182513475418,3417.14208984375,-26287.34765625,-29704.1953125,-0.28965499997138977,-2.8033785820007324,1.0,1.0119937658309937,0.2689562439918518,0.28965499997138977,31.80677032470703,0.8611904978752136,0.060034219175577164,3417.14208984375,-26283.994140625,-29700.845703125,-0.2895967364311218,-2.8033785820007324,1.0,1.0119646787643433,0.2689562439918518,0.2895967364311218,31.807344436645508,0.861154317855835
0.00045,0.00045,28249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28249,0.9722567200660706,0.14357928931713104,0.08781878650188446,3494.681884765625,-27459.361328125,-30133.28515625,0.05843561142683029,-0.1641516387462616,-2.8038389682769775,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,28280,,,,,,,,,,,4,0.05786195769906044,3504.366943359375,-26784.97265625,-30289.20703125,-0.11985330283641815,-2.804903984069824,1.0,1.0245305299758911,0.07118311524391174,0.11985330283641815,32.087379455566406,0.8716718554496765,0.05786080285906792,3504.366943359375,-26785.2734375,-30289.529296875,-0.11983510851860046,-2.804903984069824,1.0,1.0245212316513062,0.07118311524391174,0.11983510851860046,32.08799743652344,0.8717033863067627
0.00045,0.00045,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28299,1.0016181468963623,0.2625728249549866,0.26532864570617676,3572.96484375,-27595.171875,-30170.80859375,0.05830010399222374,-0.199465811252594,-2.8052804470062256,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,28345,,,,,,,,,,,4,0.05931192263960838,3542.417236328125,-26354.720703125,-29897.21484375,0.09327206015586853,-2.8068246841430664,1.0,0.9909221529960632,-0.07272138446569443,-0.09327206015586853,31.800561904907227,0.8662665486335754,0.05931560695171356,3542.417236328125,-26353.703125,-29896.216796875,0.09276995807886124,-2.8068246841430664,1.0,0.9911714792251587,-0.07272138446569443,-0.09276995807886124,31.799489974975586,0.8662688732147217
0.00045,0.00045,28349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28349,0.9997818470001221,-0.16028976440429688,-0.18190595507621765,3534.86328125,-25455.326171875,-30194.025390625,0.05821775272488594,0.24076735973358154,-2.8067946434020996,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
0.00045,0.00045,28399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28399,1.0271457433700562,0.21320345997810364,0.21347174048423767,3502.51904296875,-27139.380859375,-29967.48828125,0.059053003787994385,-0.13488245010375977,-2.8068971633911133,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,28410,,,,,,,,,,,4,0.05841686204075813,3546.511962890625,-26593.72265625,-30140.240234375,-0.0005666735232807696,-2.8072195053100586,1.0,0.9917284250259399,0.018727099522948265,0.0005666735232807696,31.864551544189453,0.8684561252593994,0.058411188423633575,3546.511962890625,-26595.26171875,-30141.759765625,-0.0006719803204759955,-2.8072195053100586,1.0,0.9917790293693542,0.018727099522948265,0.0006719803204759955,31.863637924194336,0.8684179782867432
0.00045,0.00045,28449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28449,1.0040392875671387,-0.16037152707576752,-0.1554303765296936,3490.101318359375,-25613.919921875,-29756.556640625,0.059831514954566956,0.1305069774389267,-2.8088998794555664,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
,,28475,,,,,,,,,,,4,0.05843747779726982,3491.9580078125,-26643.919921875,-30136.0078125,0.12532469630241394,-2.809906005859375,1.0,1.0177768468856812,-0.16076938807964325,-0.12532469630241394,32.01740646362305,0.8660447597503662,0.05843990668654442,3491.9580078125,-26643.248046875,-30135.33203125,0.1252763420343399,-2.809906005859375,1.0,1.0178009271621704,-0.16076938807964325,-0.1252763420343399,32.01469421386719,0.8659920692443848
0.00045,0.00045,28499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28499,0.9916880130767822,-0.2784968614578247,-0.29539403319358826,3586.826904296875,-24738.078125,-29765.2890625,0.059800177812576294,0.28807684779167175,-2.810807704925537,5000.0,4,,,,,,,,,,,,,,,,,,,,,,,,
