epoch,global_step,loss,lr-AdamW,lr_abs,step
,,,2.4549755000000003e-07,,49
0,49.0,0.26171875,,2.454975458476838e-07,49
,,,4.9549505e-07,,99
0,99.0,0.25,,4.954950441060646e-07,99
